field_1,fid,SciName,Longitude,Latitude,issues,countryCod,individual,occurrence,coordinate,institutio,gbifID,references,basisOfRec,year,month,day,eventDate,geodeticDa,datasetNam,layer,path,nutrientavailability,nutrientretention,rootingcapability,oxygenavailability,excesssalts,toxicity,workability
1977,2527,Geranium lucidum,-4.556,36.96,"gass84,osiic,colmano,inmafu",ESP,1,PRESENT,707,MGC,199480474,NA,PRESERVED_SPECIMEN,2005,5,26,2005-05-26,WGS84,NA,"Geranium GBIF (filtered, 1km)",C:/Users/Delia Anderson/Documents/geranium shp.shp|layername=geranium shp,1,1,3,1,1,1,3
1978,2538,Geranium lucidum,-3.015668,52.723791,fpwktinv,GBR,NA,PRESENT,707.1,SEDN,3058173677,NA,HUMAN_OBSERVATION,2005,5,27,2005-05-27,WGS84,NA,"Geranium GBIF (filtered, 1km)",C:/Users/Delia Anderson/Documents/geranium shp.shp|layername=geranium shp,1,1,1,2,1,1,1
1979,2539,Geranium lucidum,-3.581953,50.478106,fpwktinv,GBR,NA,PRESENT,70.7,BSBI,3099180493,NA,HUMAN_OBSERVATION,2005,5,28,2005-05-28,WGS84,NA,"Geranium GBIF (filtered, 1km)",C:/Users/Delia Anderson/Documents/geranium shp.shp|layername=geranium shp,5,5,5,5,5,5,5
1980,2558,Geranium lucidum,-1.785795,51.547947,fpwktinv,GBR,NA,PRESENT,70.7,BSBI,3106170611,NA,HUMAN_OBSERVATION,2005,5,28,2005-05-28,WGS84,NA,"Geranium GBIF (filtered, 1km)",C:/Users/Delia Anderson/Documents/geranium shp.shp|layername=geranium shp,1,1,1,3,1,1,1
1981,2531,Geranium lucidum,-4.322696,56.06744,fpwktinv,GBR,NA,PRESENT,707.1,BSBI,2952377689,NA,HUMAN_OBSERVATION,2005,5,30,2005-05-30,WGS84,NA,"Geranium GBIF (filtered, 1km)",C:/Users/Delia Anderson/Documents/geranium shp.shp|layername=geranium shp,2,2,1,2,1,1,1
1982,2570,Geranium lucidum,-3.302038,50.710859,fpwktinv,GBR,NA,PRESENT,7.1,BSBI,3104298835,NA,HUMAN_OBSERVATION,2005,6,5,2005-06-05,WGS84,NA,"Geranium GBIF (filtered, 1km)",C:/Users/Delia Anderson/Documents/geranium shp.shp|layername=geranium shp,2,2,2,1,1,1,1
1983,2564,Geranium lucidum,-7.406838,54.317656,fpwktinv,GBR,NA,PRESENT,70.7,CEDaR,3054587138,NA,HUMAN_OBSERVATION,2005,6,6,2005-06-06,WGS84,NA,"Geranium GBIF (filtered, 1km)",C:/Users/Delia Anderson/Documents/geranium shp.shp|layername=geranium shp,2,2,1,3,1,1,1
1984,4471,Geranium lucidum,-122.59889,43.96652,NA,NA,NA,PRESENT,NA,NA,NA,NA,NA,2005,NA,NA,2005-06-08,Unknown,NA,Geranium EDDMaps (1km),C:/Users/Delia Anderson/Desktop/Shining Geranium EDDMaps/observations.gpkg|layername=PointLayer,2,2,1,1,1,1,1
1985,2571,Geranium lucidum,-3.98918,50.993941,fpwktinv,GBR,NA,PRESENT,707.1,BSBI,3104416487,NA,HUMAN_OBSERVATION,2005,6,11,2005-06-11,WGS84,NA,"Geranium GBIF (filtered, 1km)",C:/Users/Delia Anderson/Documents/geranium shp.shp|layername=geranium shp,2,1,2,1,1,1,1
1986,2572,Geranium lucidum,-3.629617,50.593466,fpwktinv,GBR,NA,PRESENT,70.7,BSBI,3104630290,NA,HUMAN_OBSERVATION,2005,6,11,2005-06-11,WGS84,NA,"Geranium GBIF (filtered, 1km)",C:/Users/Delia Anderson/Documents/geranium shp.shp|layername=geranium shp,2,1,3,1,1,1,2
1987,2565,Geranium lucidum,-3.474417,50.938625,fpwktinv,GBR,NA,PRESENT,707.1,BSBI,3100570050,NA,HUMAN_OBSERVATION,2005,6,12,2005-06-12,WGS84,NA,"Geranium GBIF (filtered, 1km)",C:/Users/Delia Anderson/Documents/geranium shp.shp|layername=geranium shp,2,1,3,1,1,1,2
1988,2574,Geranium lucidum,-3.76065,50.507916,fpwktinv,GBR,NA,PRESENT,70.7,BSBI,3106286214,NA,HUMAN_OBSERVATION,2005,6,13,2005-06-13,WGS84,NA,"Geranium GBIF (filtered, 1km)",C:/Users/Delia Anderson/Documents/geranium shp.shp|layername=geranium shp,2,2,2,1,1,1,2
1989,4647,Geranium lucidum,-123.529,43.3188,NA,NA,NA,PRESENT,NA,NA,NA,NA,NA,2005,NA,NA,2005-06-13,WGS84,NA,Geranium EDDMaps (1km),C:/Users/Delia Anderson/Desktop/Shining Geranium EDDMaps/observations.gpkg|layername=PointLayer,2,2,1,1,1,1,1
1990,2569,Geranium lucidum,-3.76451,50.497965,fpwktinv,GBR,NA,PRESENT,70.7,BSBI,3102175027,NA,HUMAN_OBSERVATION,2005,6,17,2005-06-17,WGS84,NA,"Geranium GBIF (filtered, 1km)",C:/Users/Delia Anderson/Documents/geranium shp.shp|layername=geranium shp,2,1,3,1,1,1,2
1991,2568,Geranium lucidum,-3.806742,50.311141,fpwktinv,GBR,NA,PRESENT,70.7,BSBI,3102050445,NA,HUMAN_OBSERVATION,2005,6,18,2005-06-18,WGS84,NA,"Geranium GBIF (filtered, 1km)",C:/Users/Delia Anderson/Documents/geranium shp.shp|layername=geranium shp,2,1,3,1,1,1,2
1992,2575,Geranium lucidum,-3.21053,55.94858,fpwktinv,GBR,NA,PRESENT,707.1,BSBI,3116153119,NA,HUMAN_OBSERVATION,2005,6,19,2005-06-19,WGS84,NA,"Geranium GBIF (filtered, 1km)",C:/Users/Delia Anderson/Documents/geranium shp.shp|layername=geranium shp,0,0,0,0,0,0,0
1993,2562,Geranium lucidum,18.533762,60.187373,"cdround,gass84",SWE,NA,PRESENT,50,ArtDatabanken,855641212,NA,HUMAN_OBSERVATION,2005,6,20,2005-06-20,WGS84,NA,"Geranium GBIF (filtered, 1km)",C:/Users/Delia Anderson/Documents/geranium shp.shp|layername=geranium shp,0,0,0,0,0,0,0
1994,2566,Geranium lucidum,-3.744124,50.371233,fpwktinv,GBR,NA,PRESENT,7.1,BSBI,3101266622,NA,HUMAN_OBSERVATION,2005,6,21,2005-06-21,WGS84,NA,"Geranium GBIF (filtered, 1km)",C:/Users/Delia Anderson/Documents/geranium shp.shp|layername=geranium shp,2,1,3,1,1,1,2
1995,2573,Geranium lucidum,-3.712793,50.393509,fpwktinv,GBR,NA,PRESENT,70.7,BSBI,3106169997,NA,HUMAN_OBSERVATION,2005,6,21,2005-06-21,WGS84,NA,"Geranium GBIF (filtered, 1km)",C:/Users/Delia Anderson/Documents/geranium shp.shp|layername=geranium shp,2,1,3,1,1,1,2
1996,2563,Geranium lucidum,-4.18113,55.836357,fpwktinv,GBR,NA,PRESENT,707.1,BSBI,2941157517,NA,HUMAN_OBSERVATION,2005,6,25,2005-06-25,WGS84,NA,"Geranium GBIF (filtered, 1km)",C:/Users/Delia Anderson/Documents/geranium shp.shp|layername=geranium shp,5,5,4,5,4,4,4
1997,2567,Geranium lucidum,-3.698845,50.475558,fpwktinv,GBR,NA,PRESENT,70.7,BSBI,3101276462,NA,HUMAN_OBSERVATION,2005,6,26,2005-06-26,WGS84,NA,"Geranium GBIF (filtered, 1km)",C:/Users/Delia Anderson/Documents/geranium shp.shp|layername=geranium shp,2,1,3,1,1,1,2
1998,2576,Geranium lucidum,18.644264,60.109127,gass84,SWE,NA,PRESENT,10,ArtDatabanken,849487631,NA,HUMAN_OBSERVATION,2005,7,1,2005-07-01,WGS84,NA,"Geranium GBIF (filtered, 1km)",C:/Users/Delia Anderson/Documents/geranium shp.shp|layername=geranium shp,2,1,2,1,1,1,2
1999,2588,Geranium lucidum,15.901474,56.315421,gass84,SWE,NA,PRESENT,100,ArtDatabanken,854577163,NA,HUMAN_OBSERVATION,2005,10,30,2005-07-01,WGS84,NA,"Geranium GBIF (filtered, 1km)",C:/Users/Delia Anderson/Documents/geranium shp.shp|layername=geranium shp,3,2,1,1,1,1,2
2000,2578,Geranium lucidum,-3.834661,50.561636,fpwktinv,GBR,NA,PRESENT,70.7,BSBI,3099189492,NA,HUMAN_OBSERVATION,2005,7,9,2005-07-09,WGS84,NA,"Geranium GBIF (filtered, 1km)",C:/Users/Delia Anderson/Documents/geranium shp.shp|layername=geranium shp,3,2,2,1,1,1,2
2001,2579,Geranium lucidum,-2.131371,54.067366,fpwktinv,GBR,NA,PRESENT,707.1,BSBI,3104092971,NA,HUMAN_OBSERVATION,2005,7,9,2005-07-09,WGS84,NA,"Geranium GBIF (filtered, 1km)",C:/Users/Delia Anderson/Documents/geranium shp.shp|layername=geranium shp,2,2,1,2,1,1,1
2002,2577,Geranium lucidum,-3.76633,55.492532,fpwktinv,GBR,NA,PRESENT,707.1,BSBI,2941400286,NA,HUMAN_OBSERVATION,2005,7,14,2005-07-14,WGS84,NA,"Geranium GBIF (filtered, 1km)",C:/Users/Delia Anderson/Documents/geranium shp.shp|layername=geranium shp,3,3,1,1,1,1,1
2003,4489,Geranium lucidum,-122.2669,45.56119,NA,NA,NA,PRESENT,NA,NA,NA,NA,NA,2005,NA,NA,2005-07-14,WGS84,NA,Geranium EDDMaps (1km),C:/Users/Delia Anderson/Desktop/Shining Geranium EDDMaps/observations.gpkg|layername=PointLayer,1,1,1,1,1,1,1
2004,2580,Geranium lucidum,-3.559177,50.919537,fpwktinv,GBR,NA,PRESENT,707.1,BSBI,3105274327,NA,HUMAN_OBSERVATION,2005,7,29,2005-07-29,WGS84,NA,"Geranium GBIF (filtered, 1km)",C:/Users/Delia Anderson/Documents/geranium shp.shp|layername=geranium shp,2,1,3,1,1,1,2
2005,2581,Geranium lucidum,-3.517391,50.947067,fpwktinv,GBR,NA,PRESENT,707.1,BSBI,3106651770,NA,HUMAN_OBSERVATION,2005,8,1,2005-08-01,WGS84,NA,"Geranium GBIF (filtered, 1km)",C:/Users/Delia Anderson/Documents/geranium shp.shp|layername=geranium shp,2,1,3,1,1,1,2
2006,2586,Geranium lucidum,-3.587501,50.496467,fpwktinv,GBR,NA,PRESENT,707.1,BSBI,3103982889,NA,HUMAN_OBSERVATION,2005,9,1,2005-09-01,WGS84,NA,"Geranium GBIF (filtered, 1km)",C:/Users/Delia Anderson/Documents/geranium shp.shp|layername=geranium shp,3,2,3,2,1,1,2
2007,2584,Geranium lucidum,-3.973784,50.79711,fpwktinv,GBR,NA,PRESENT,7.1,BSBI,3101995521,NA,HUMAN_OBSERVATION,2005,9,8,2005-09-08,WGS84,NA,"Geranium GBIF (filtered, 1km)",C:/Users/Delia Anderson/Documents/geranium shp.shp|layername=geranium shp,2,2,1,2,1,1,1
2008,2585,Geranium lucidum,-2.986065,50.792468,fpwktinv,GBR,NA,PRESENT,7.1,BSBI,3103058854,NA,HUMAN_OBSERVATION,2005,9,11,2005-09-11,WGS84,NA,"Geranium GBIF (filtered, 1km)",C:/Users/Delia Anderson/Documents/geranium shp.shp|layername=geranium shp,1,1,1,2,1,1,1
2009,2582,Geranium lucidum,-4.074942,50.374119,fpwktinv,GBR,NA,PRESENT,70.7,NT,2924580849,NA,HUMAN_OBSERVATION,2005,9,16,2005-09-16,WGS84,NA,"Geranium GBIF (filtered, 1km)",C:/Users/Delia Anderson/Documents/geranium shp.shp|layername=geranium shp,2,2,3,1,1,1,2
2010,2587,Geranium lucidum,-3.760623,50.601901,fpwktinv,GBR,NA,PRESENT,707.1,BSBI,3104157753,NA,HUMAN_OBSERVATION,2005,9,19,2005-09-19,WGS84,NA,"Geranium GBIF (filtered, 1km)",C:/Users/Delia Anderson/Documents/geranium shp.shp|layername=geranium shp,3,3,2,1,1,1,2
2011,2583,Geranium lucidum,-3.753493,50.784263,fpwktinv,GBR,NA,PRESENT,7.1,BSBI,3100084840,NA,HUMAN_OBSERVATION,2005,9,29,2005-09-29,WGS84,NA,"Geranium GBIF (filtered, 1km)",C:/Users/Delia Anderson/Documents/geranium shp.shp|layername=geranium shp,2,2,2,1,1,1,1
2012,2590,Geranium lucidum,-3.595736,50.863241,fpwktinv,GBR,NA,PRESENT,7.1,BSBI,3103491694,NA,HUMAN_OBSERVATION,2005,10,4,2005-10-04,WGS84,NA,"Geranium GBIF (filtered, 1km)",C:/Users/Delia Anderson/Documents/geranium shp.shp|layername=geranium shp,2,1,2,1,1,1,1
2013,2589,Geranium lucidum,-2.912978,52.769576,fpwktinv,GBR,NA,PRESENT,707.1,SEDN,3057487974,NA,HUMAN_OBSERVATION,2005,10,11,2005-10-11,WGS84,NA,"Geranium GBIF (filtered, 1km)",C:/Users/Delia Anderson/Documents/geranium shp.shp|layername=geranium shp,1,1,1,2,1,1,1
2014,2591,Geranium lucidum,-3.827584,50.870676,fpwktinv,GBR,NA,PRESENT,707.1,BSBI,3106800903,NA,HUMAN_OBSERVATION,2005,11,2,2005-11-02,WGS84,NA,"Geranium GBIF (filtered, 1km)",C:/Users/Delia Anderson/Documents/geranium shp.shp|layername=geranium shp,2,2,1,2,1,1,1
2015,4737,Geranium lucidum,-122.601,43.8345,NA,NA,NA,PRESENT,NA,NA,NA,NA,NA,2005,NA,NA,2005-11-13,WGS84,NA,Geranium EDDMaps (1km),C:/Users/Delia Anderson/Desktop/Shining Geranium EDDMaps/observations.gpkg|layername=PointLayer,2,2,1,1,1,1,1
2016,2593,Geranium lucidum,-3.614359,50.601773,fpwktinv,GBR,NA,PRESENT,70.7,BSBI,3103561820,NA,HUMAN_OBSERVATION,2005,12,19,2005-12-19,WGS84,NA,"Geranium GBIF (filtered, 1km)",C:/Users/Delia Anderson/Documents/geranium shp.shp|layername=geranium shp,2,1,3,1,1,1,2
2017,2489,Geranium lucidum,-3.86715,51.148839,fpwktinv,GBR,NA,PRESENT,707.1,BSBI,3099643606,NA,HUMAN_OBSERVATION,2006,NA,NA,2006-01-01,WGS84,NA,"Geranium GBIF (filtered, 1km)",C:/Users/Delia Anderson/Documents/geranium shp.shp|layername=geranium shp,3,2,3,1,1,1,2
2018,2490,Geranium lucidum,-3.084592,50.70009,fpwktinv,GBR,NA,PRESENT,707.1,BSBI,3103865338,NA,HUMAN_OBSERVATION,2006,NA,NA,2006-01-01,WGS84,NA,"Geranium GBIF (filtered, 1km)",C:/Users/Delia Anderson/Documents/geranium shp.shp|layername=geranium shp,1,1,1,1,1,1,1
2019,2491,Geranium lucidum,-3.881805,51.157598,fpwktinv,GBR,NA,PRESENT,707.1,BSBI,3104001481,NA,HUMAN_OBSERVATION,2006,NA,NA,2006-01-01,WGS84,NA,"Geranium GBIF (filtered, 1km)",C:/Users/Delia Anderson/Documents/geranium shp.shp|layername=geranium shp,3,2,3,1,1,1,2
2020,2385,Geranium lucidum,-3.762682,50.27809,fpwktinv,GBR,NA,PRESENT,707.1,BSBI,3100302661,NA,HUMAN_OBSERVATION,2006,1,4,2006-01-04,WGS84,NA,"Geranium GBIF (filtered, 1km)",C:/Users/Delia Anderson/Documents/geranium shp.shp|layername=geranium shp,2,1,3,1,1,1,2
2021,2388,Geranium lucidum,-4.003767,50.337142,fpwktinv,GBR,NA,PRESENT,707.1,BSBI,3105725049,NA,HUMAN_OBSERVATION,2006,1,13,2006-01-13,WGS84,NA,"Geranium GBIF (filtered, 1km)",C:/Users/Delia Anderson/Documents/geranium shp.shp|layername=geranium shp,2,2,3,1,1,1,2
2022,2389,Geranium lucidum,-4.004145,50.34613,fpwktinv,GBR,NA,PRESENT,707.1,BSBI,3106646934,NA,HUMAN_OBSERVATION,2006,1,13,2006-01-13,WGS84,NA,"Geranium GBIF (filtered, 1km)",C:/Users/Delia Anderson/Documents/geranium shp.shp|layername=geranium shp,2,2,3,1,1,1,2
2023,2384,Geranium lucidum,-4.004902,50.364105,fpwktinv,GBR,NA,PRESENT,707.1,BSBI,3099421952,NA,HUMAN_OBSERVATION,2006,1,16,2006-01-16,WGS84,NA,"Geranium GBIF (filtered, 1km)",C:/Users/Delia Anderson/Documents/geranium shp.shp|layername=geranium shp,2,2,3,1,1,1,2
2024,2383,Geranium lucidum,-3.098891,57.615746,fpwktinv,GBR,1,PRESENT,70.7,BSBI,2945628368,NA,HUMAN_OBSERVATION,2006,1,20,2006-01-20,WGS84,NA,"Geranium GBIF (filtered, 1km)",C:/Users/Delia Anderson/Documents/geranium shp.shp|layername=geranium shp,2,2,1,1,1,1,1
2025,2386,Geranium lucidum,-3.726794,50.623543,fpwktinv,GBR,NA,PRESENT,70.7,BSBI,3101686837,NA,HUMAN_OBSERVATION,2006,1,20,2006-01-20,WGS84,NA,"Geranium GBIF (filtered, 1km)",C:/Users/Delia Anderson/Documents/geranium shp.shp|layername=geranium shp,2,2,2,1,1,1,2
2026,2387,Geranium lucidum,-3.490543,50.551711,fpwktinv,GBR,NA,PRESENT,707.1,BSBI,3101888462,NA,HUMAN_OBSERVATION,2006,1,22,2006-01-22,WGS84,NA,"Geranium GBIF (filtered, 1km)",C:/Users/Delia Anderson/Documents/geranium shp.shp|layername=geranium shp,2,2,3,1,1,1,2
2027,2391,Geranium lucidum,-3.558216,50.61333,fpwktinv,GBR,NA,PRESENT,70.7,BSBI,3105503143,NA,HUMAN_OBSERVATION,2006,2,9,2006-02-09,WGS84,NA,"Geranium GBIF (filtered, 1km)",C:/Users/Delia Anderson/Documents/geranium shp.shp|layername=geranium shp,2,2,2,1,1,1,1
2028,2390,Geranium lucidum,-3.683792,50.607085,fpwktinv,GBR,NA,PRESENT,70.7,BSBI,3102469842,NA,HUMAN_OBSERVATION,2006,2,25,2006-02-25,WGS84,NA,"Geranium GBIF (filtered, 1km)",C:/Users/Delia Anderson/Documents/geranium shp.shp|layername=geranium shp,2,2,2,1,1,1,2
2029,2394,Geranium lucidum,-3.696519,50.528655,fpwktinv,GBR,NA,PRESENT,70.7,BSBI,3099106788,NA,HUMAN_OBSERVATION,2006,3,2,2006-03-02,WGS84,NA,"Geranium GBIF (filtered, 1km)",C:/Users/Delia Anderson/Documents/geranium shp.shp|layername=geranium shp,2,1,2,1,1,1,1
2030,2395,Geranium lucidum,-3.668377,50.530861,fpwktinv,GBR,NA,PRESENT,70.7,BSBI,3099935073,NA,HUMAN_OBSERVATION,2006,3,2,2006-03-02,WGS84,NA,"Geranium GBIF (filtered, 1km)",C:/Users/Delia Anderson/Documents/geranium shp.shp|layername=geranium shp,2,1,2,1,1,1,1
2031,2399,Geranium lucidum,-3.71858,50.611523,fpwktinv,GBR,NA,PRESENT,707.1,BSBI,3105456400,NA,HUMAN_OBSERVATION,2006,3,3,2006-03-03,WGS84,NA,"Geranium GBIF (filtered, 1km)",C:/Users/Delia Anderson/Documents/geranium shp.shp|layername=geranium shp,2,2,2,1,1,1,2
2032,4597,Geranium lucidum,-122.77,43.8147,NA,NA,NA,PRESENT,NA,NA,NA,NA,NA,2006,NA,NA,2006-03-14,WGS84,NA,Geranium EDDMaps (1km),C:/Users/Delia Anderson/Desktop/Shining Geranium EDDMaps/observations.gpkg|layername=PointLayer,2,2,1,1,1,1,1
2033,2397,Geranium lucidum,-3.605561,50.613136,fpwktinv,GBR,NA,PRESENT,707.1,BSBI,3103541928,NA,HUMAN_OBSERVATION,2006,3,16,2006-03-16,WGS84,NA,"Geranium GBIF (filtered, 1km)",C:/Users/Delia Anderson/Documents/geranium shp.shp|layername=geranium shp,2,1,3,1,1,1,2
2034,2398,Geranium lucidum,-3.65363,50.633598,fpwktinv,GBR,NA,PRESENT,70.7,BSBI,3103884815,NA,HUMAN_OBSERVATION,2006,3,18,2006-03-18,WGS84,NA,"Geranium GBIF (filtered, 1km)",C:/Users/Delia Anderson/Documents/geranium shp.shp|layername=geranium shp,2,1,3,1,1,1,2
2035,2396,Geranium lucidum,-3.577605,50.559107,fpwktinv,GBR,NA,PRESENT,70.7,BSBI,3100314381,NA,HUMAN_OBSERVATION,2006,3,19,2006-03-19,WGS84,NA,"Geranium GBIF (filtered, 1km)",C:/Users/Delia Anderson/Documents/geranium shp.shp|layername=geranium shp,2,2,3,1,1,1,2
2036,2400,Geranium lucidum,-3.585921,50.554497,fpwktinv,GBR,NA,PRESENT,70.7,BSBI,3105470812,NA,HUMAN_OBSERVATION,2006,3,19,2006-03-19,WGS84,NA,"Geranium GBIF (filtered, 1km)",C:/Users/Delia Anderson/Documents/geranium shp.shp|layername=geranium shp,1,1,2,2,1,1,1
2037,2393,Geranium lucidum,-3.583126,57.606565,fpwktinv,GBR,NA,PRESENT,707.1,BSBI,2954253431,NA,HUMAN_OBSERVATION,2006,3,28,2006-03-28,WGS84,NA,"Geranium GBIF (filtered, 1km)",C:/Users/Delia Anderson/Documents/geranium shp.shp|layername=geranium shp,3,2,1,2,1,1,1
2038,2392,Geranium lucidum,-4.286,36.972,"gass84,osiic,colmano,inmafu",ESP,1,PRESENT,707,MGC,199480534,NA,PRESERVED_SPECIMEN,2006,3,30,2006-03-30,WGS84,NA,"Geranium GBIF (filtered, 1km)",C:/Users/Delia Anderson/Documents/geranium shp.shp|layername=geranium shp,1,1,3,1,1,1,3
2039,2419,Geranium lucidum,-3.615375,50.631437,fpwktinv,GBR,NA,PRESENT,70.7,BSBI,3104108704,NA,HUMAN_OBSERVATION,2006,4,5,2006-04-05,WGS84,NA,"Geranium GBIF (filtered, 1km)",C:/Users/Delia Anderson/Documents/geranium shp.shp|layername=geranium shp,2,1,3,1,1,1,2
2040,2426,Geranium lucidum,-3.60648,50.640104,fpwktinv,GBR,NA,PRESENT,707.1,BSBI,3106088957,NA,HUMAN_OBSERVATION,2006,4,5,2006-04-05,WGS84,NA,"Geranium GBIF (filtered, 1km)",C:/Users/Delia Anderson/Documents/geranium shp.shp|layername=geranium shp,2,1,3,1,1,1,2
2041,2404,Geranium lucidum,-122.959087,43.995507,"cdround,gass84",USA,NA,PRESENT,120,iNaturalist,2529313342,NA,HUMAN_OBSERVATION,2006,4,7,2006-04-07,WGS84,iNaturalist research-grade observations,"Geranium GBIF (filtered, 1km)",C:/Users/Delia Anderson/Documents/geranium shp.shp|layername=geranium shp,2,2,1,1,1,1,1
2042,2423,Geranium lucidum,-3.733367,50.629291,fpwktinv,GBR,NA,PRESENT,707.1,BSBI,3105213295,NA,HUMAN_OBSERVATION,2006,4,8,2006-04-08,WGS84,NA,"Geranium GBIF (filtered, 1km)",C:/Users/Delia Anderson/Documents/geranium shp.shp|layername=geranium shp,2,2,2,1,1,1,2
2043,2401,Geranium lucidum,-5.264024,36.891367,"gass84,osiic,colmano,inmafu",ESP,1,PRESENT,1,MGC,199480467,NA,PRESERVED_SPECIMEN,2006,4,11,2006-04-11,WGS84,NA,"Geranium GBIF (filtered, 1km)",C:/Users/Delia Anderson/Documents/geranium shp.shp|layername=geranium shp,1,1,1,1,1,1,1
2044,2415,Geranium lucidum,-3.720877,50.674444,fpwktinv,GBR,NA,PRESENT,707.1,BSBI,3102905614,NA,HUMAN_OBSERVATION,2006,4,17,2006-04-17,WGS84,NA,"Geranium GBIF (filtered, 1km)",C:/Users/Delia Anderson/Documents/geranium shp.shp|layername=geranium shp,2,1,3,1,1,1,2
2045,2418,Geranium lucidum,-3.70283,50.566786,fpwktinv,GBR,NA,PRESENT,707.1,BSBI,3103990595,NA,HUMAN_OBSERVATION,2006,4,18,2006-04-18,WGS84,NA,"Geranium GBIF (filtered, 1km)",C:/Users/Delia Anderson/Documents/geranium shp.shp|layername=geranium shp,2,1,2,1,1,1,1
2046,2413,Geranium lucidum,-3.676518,50.62113,fpwktinv,GBR,NA,PRESENT,707.1,BSBI,3100132695,NA,HUMAN_OBSERVATION,2006,4,19,2006-04-19,WGS84,NA,"Geranium GBIF (filtered, 1km)",C:/Users/Delia Anderson/Documents/geranium shp.shp|layername=geranium shp,2,2,2,1,1,1,2
2047,2421,Geranium lucidum,-3.68966,50.534151,fpwktinv,GBR,NA,PRESENT,70.7,BSBI,3104736547,NA,HUMAN_OBSERVATION,2006,4,20,2006-04-20,WGS84,NA,"Geranium GBIF (filtered, 1km)",C:/Users/Delia Anderson/Documents/geranium shp.shp|layername=geranium shp,2,1,2,1,1,1,1
2048,2427,Geranium lucidum,-3.556057,50.657112,fpwktinv,GBR,NA,PRESENT,7.1,BSBI,3106192294,NA,HUMAN_OBSERVATION,2006,4,23,2006-04-23,WGS84,NA,"Geranium GBIF (filtered, 1km)",C:/Users/Delia Anderson/Documents/geranium shp.shp|layername=geranium shp,2,2,2,1,1,1,1
2049,2403,Geranium lucidum,-6.46801,42.45751,"gass84,osiic,colmafu,inmafu",ESP,1,PRESENT,1,LEB,1851335446,NA,PRESERVED_SPECIMEN,2006,4,25,2006-04-25,WGS84,NA,"Geranium GBIF (filtered, 1km)",C:/Users/Delia Anderson/Documents/geranium shp.shp|layername=geranium shp,1,1,4,1,2,1,4
2050,2402,Geranium lucidum,4.44814,51.45766,refuriiv,BEL,NA,PRESENT,700,INBO,871761966,NA,HUMAN_OBSERVATION,2006,4,26,2006-04-26,WGS84,FLORABANK 1: a grid-based database on vascular plant distribution in the northern part of Belgium (Flanders and the Brussels Capital region),"Geranium GBIF (filtered, 1km)",C:/Users/Delia Anderson/Documents/geranium shp.shp|layername=geranium shp,3,3,1,2,1,1,1
2051,2405,Geranium lucidum,-4.193799,57.536832,fpwktinv,GBR,NA,PRESENT,7.1,BSBI,2946393643,NA,HUMAN_OBSERVATION,2006,4,26,2006-04-26,WGS84,NA,"Geranium GBIF (filtered, 1km)",C:/Users/Delia Anderson/Documents/geranium shp.shp|layername=geranium shp,3,3,1,2,1,1,1
2052,2409,Geranium lucidum,-3.553968,50.666672,fpwktinv,GBR,NA,PRESENT,7.1,BSBI,3098819392,NA,HUMAN_OBSERVATION,2006,4,26,2006-04-26,WGS84,NA,"Geranium GBIF (filtered, 1km)",C:/Users/Delia Anderson/Documents/geranium shp.shp|layername=geranium shp,3,3,3,2,2,2,3
2053,2424,Geranium lucidum,-3.495439,50.646124,fpwktinv,GBR,NA,PRESENT,7.1,BSBI,3105231991,NA,HUMAN_OBSERVATION,2006,4,26,2006-04-26,WGS84,NA,"Geranium GBIF (filtered, 1km)",C:/Users/Delia Anderson/Documents/geranium shp.shp|layername=geranium shp,1,1,1,1,1,1,1
2054,2425,Geranium lucidum,-3.495963,50.631458,fpwktinv,GBR,NA,PRESENT,7.1,BSBI,3105323404,NA,HUMAN_OBSERVATION,2006,4,26,2006-04-26,WGS84,NA,"Geranium GBIF (filtered, 1km)",C:/Users/Delia Anderson/Documents/geranium shp.shp|layername=geranium shp,1,1,1,1,1,1,1
2055,2410,Geranium lucidum,-3.487035,50.644253,fpwktinv,GBR,NA,PRESENT,7.1,BSBI,3098847037,NA,HUMAN_OBSERVATION,2006,4,27,2006-04-27,WGS84,NA,"Geranium GBIF (filtered, 1km)",C:/Users/Delia Anderson/Documents/geranium shp.shp|layername=geranium shp,1,1,1,1,1,1,1
2056,2412,Geranium lucidum,-3.482932,50.648712,fpwktinv,GBR,NA,PRESENT,7.1,BSBI,3100020045,NA,HUMAN_OBSERVATION,2006,4,27,2006-04-27,WGS84,NA,"Geranium GBIF (filtered, 1km)",C:/Users/Delia Anderson/Documents/geranium shp.shp|layername=geranium shp,1,1,1,1,1,1,1
2057,2414,Geranium lucidum,-3.46674,50.628412,fpwktinv,GBR,NA,PRESENT,7.1,BSBI,3101321894,NA,HUMAN_OBSERVATION,2006,4,27,2006-04-27,WGS84,NA,"Geranium GBIF (filtered, 1km)",C:/Users/Delia Anderson/Documents/geranium shp.shp|layername=geranium shp,1,1,1,1,1,1,1
2058,2420,Geranium lucidum,-3.718303,50.287074,fpwktinv,GBR,NA,PRESENT,7.1,BSBI,3104532561,NA,HUMAN_OBSERVATION,2006,4,28,2006-04-28,WGS84,NA,"Geranium GBIF (filtered, 1km)",C:/Users/Delia Anderson/Documents/geranium shp.shp|layername=geranium shp,2,1,3,1,1,1,2
